step,state,score,best
51,"(3, 44)",0.9714047619047619,False
52,"(3, 12)",0.9379761904761905,False
53,"(3, 27)",0.9710952380952381,False
54,"(3, 1)",0.26116666666666666,False
55,"(3, 24)",0.9696904761904762,False
56,"(3, 30)",0.9718095238095238,False
57,"(37, 30)",0.9576190476190476,False
58,"(29, 30)",0.960047619047619,False
59,"(29, 25)",0.9582380952380952,False
60,"(29, 16)",0.9495238095238095,False
61,"(29, 5)",0.7589047619047619,False
62,"(1, 5)",0.6849761904761905,False
63,"(1, 1)",0.24473809523809525,False
64,"(2, 1)",0.25852380952380954,False
65,"(1, 1)",0.24473809523809525,False
66,"(1, 26)",0.9684761904761905,False
67,"(23, 26)",0.9608571428571429,False
68,"(23, 46)",0.9629761904761904,False
69,"(3, 53)",0.9608571428571429,False
70,"(3, 64)",0.9711666666666666,False
71,"(7, 64)",0.9696666666666667,False
72,"(7, 72)",0.9688095238095238,False
73,"(1, 72)",0.9702619047619048,False
74,"(10, 72)",0.9671666666666667,False
75,"(10, 96)",0.9662619047619048,False
76,"(1, 96)",0.9692380952380952,False
77,"(22, 96)",0.9592619047619048,False
78,"(1, 96)",0.9692380952380952,False
79,"(1, 90)",0.969452380952381,False
80,"(17, 90)",0.9619523809523809,False
81,"(42, 90)",0.9505476190476191,False
82,"(42, 100)",0.9499047619047619,False
83,"(42, 80)",0.9515,False
84,"(35, 80)",0.9546904761904762,False
85,"(34, 80)",0.955047619047619,False
86,"(34, 87)",0.9542619047619048,False
87,"(7, 87)",0.9679761904761904,False
88,"(1, 87)",0.9694761904761905,False
89,"(3, 53)",0.9588095238095238,False
90,"(1, 53)",0.9706666666666667,False
91,"(6, 53)",0.9705238095238096,True
92,"(6, 34)",0.972452380952381,False
93,"(22, 34)",0.963952380952381,False
94,"(22, 46)",0.9633333333333334,False
95,"(22, 32)",0.9637142857142857,False
96,"(22, 41)",0.9638095238095238,False
97,"(22, 21)",0.9588333333333333,False
98,"(22, 26)",0.9617619047619048,False
99,"(5, 26)",0.9708333333333333,False
100,"(12, 26)",0.9662380952380952,False
101,"(15, 26)",0.9646666666666667,False
102,"(35, 26)",0.957,False
103,"(20, 26)",0.9627380952380953,False
104,"(41, 26)",0.9550714285714286,False
105,"(41, 16)",0.9457857142857142,False
106,"(41, 20)",0.9520714285714286,False
107,"(27, 20)",0.9562380952380952,False
108,"(45, 20)",0.9510238095238095,False
109,"(45, 33)",0.9558571428571428,False
110,"(45, 31)",0.9556190476190476,False
111,"(6, 34)",0.9618333333333333,False
112,"(1, 34)",0.9710714285714286,False
113,"(1, 16)",0.9546904761904762,False
114,"(15, 16)",0.954952380952381,False
115,"(5, 16)",0.9597857142857142,False
116,"(5, 17)",0.9611190476190477,False
117,"(1, 17)",0.9559047619047619,False
118,"(17, 17)",0.9550714285714286,False
119,"(21, 17)",0.9541904761904763,False
120,"(35, 17)",0.9485238095238095,False
121,"(40, 17)",0.9477142857142857,False
122,"(40, 19)",0.9504047619047619,False
123,"(40, 19)",0.9504047619047619,False
124,"(40, 9)",0.9013571428571429,False
125,"(36, 9)",0.9027619047619048,False
126,"(36, 6)",0.8292380952380952,False
127,"(52, 6)",0.8282380952380952,False
128,"(49, 6)",0.8282857142857143,False
129,"(49, 6)",0.8282857142857143,False
130,"(44, 6)",0.8290714285714286,False
131,"(6, 34)",0.8306666666666667,False
132,"(1, 34)",0.9710714285714286,False
133,"(6, 34)",0.972452380952381,False
134,"(1, 34)",0.9710714285714286,False
135,"(1, 30)",0.9705952380952381,False
136,"(13, 30)",0.9677857142857142,False
137,"(13, 29)",0.9670952380952381,False
138,"(13, 18)",0.9599523809523809,False
139,"(9, 18)",0.9615,False
140,"(9, 30)",0.9693809523809525,False
141,"(19, 30)",0.964547619047619,False
142,"(19, 29)",0.9640952380952381,False
143,"(19, 17)",0.9549047619047619,False
144,"(28, 17)",0.9510952380952381,False
145,"(28, 11)",0.9237142857142857,False
146,"(28, 11)",0.9237142857142857,False
147,"(28, 10)",0.9165714285714286,False
148,"(31, 10)",0.9156666666666666,False
149,"(31, 10)",0.9156666666666666,False
150,"(35, 10)",0.9138333333333333,False
151,"(6, 34)",0.9138809523809523,False
152,"(6, 26)",0.9702142857142857,False
153,"(6, 26)",0.9702142857142857,False
154,"(6, 27)",0.9708095238095238,False
155,"(6, 19)",0.9648809523809524,False
156,"(13, 19)",0.9614761904761905,False
157,"(13, 21)",0.9625,False
158,"(20, 21)",0.960047619047619,False
159,"(20, 23)",0.9614047619047619,False
160,"(25, 23)",0.9591666666666667,False
161,"(25, 28)",0.9609285714285714,False
162,"(25, 33)",0.9623333333333333,False
163,"(25, 29)",0.9611428571428572,False
164,"(23, 29)",0.9621904761904762,False
165,"(20, 29)",0.9636666666666667,False
166,"(20, 37)",0.9642619047619048,False
167,"(22, 37)",0.9634047619047619,False
168,"(22, 31)",0.9636904761904762,False
169,"(22, 30)",0.9632380952380952,False
170,"(22, 25)",0.9614285714285714,False
171,"(6, 34)",0.960952380952381,False
172,"(1, 34)",0.9710714285714286,False
173,"(4, 34)",0.9721666666666666,False
174,"(2, 34)",0.9670952380952381,False
175,"(2, 36)",0.967047619047619,False
176,"(4, 36)",0.9716904761904762,False
177,"(1, 36)",0.9709761904761904,False
178,"(1, 41)",0.970952380952381,False
179,"(1, 38)",0.9710952380952381,False
180,"(1, 41)",0.970952380952381,False
181,"(1, 45)",0.9708095238095238,False
182,"(2, 45)",0.9665952380952381,False
183,"(3, 45)",0.9717142857142858,False
184,"(3, 43)",0.9717619047619047,False
185,"(3, 41)",0.971952380952381,False
186,"(1, 41)",0.970952380952381,False
187,"(1, 43)",0.9708809523809524,False
188,"(1, 41)",0.970952380952381,False
189,"(1, 43)",0.9708809523809524,False
190,"(1, 44)",0.9707380952380953,False
191,"(6, 34)",0.9708809523809524,True
192,"(5, 34)",0.9731666666666667,False
193,"(5, 35)",0.9722142857142857,False
194,"(5, 34)",0.9731666666666667,False
195,"(4, 34)",0.9721666666666666,False
196,"(4, 35)",0.972,False
197,"(4, 35)",0.972,False
198,"(4, 35)",0.972,False
199,"(4, 35)",0.972,False
